"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,0.922512,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.790216,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.735448,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.844724,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.759186,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.679302,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.718546,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.694155,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.748391,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.772857,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.75792,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.725111,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.823655,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.918527,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.948677,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.83382,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.873362,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.890155,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.81493,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.882924,,
"SVN","Slovenia","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.937559,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1950","1950","EUR","Euro","0","Units",,,0.322584,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1951","1951","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1952","1952","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1953","1953","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1954","1954","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1955","1955","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1956","1956","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1957","1957","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1958","1958","EUR","Euro","0","Units",,,0.322651,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1959","1959","EUR","Euro","0","Units",,,0.320764,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1960","1960","EUR","Euro","0","Units",,,0.322262,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1961","1961","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1962","1962","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1963","1963","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1964","1964","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1965","1965","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1966","1966","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1967","1967","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1968","1968","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1969","1969","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1970","1970","EUR","Euro","0","Units",,,0.322786,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1971","1971","EUR","Euro","0","Units",,,0.320389,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1972","1972","EUR","Euro","0","Units",,,0.301207,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1973","1973","EUR","Euro","0","Units",,,0.301092,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1974","1974","EUR","Euro","0","Units",,,0.335874,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1975","1975","EUR","Euro","0","Units",,,0.337168,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1976","1976","EUR","Euro","0","Units",,,0.429865,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1977","1977","EUR","Euro","0","Units",,,0.455716,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1978","1978","EUR","Euro","0","Units",,,0.438298,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1979","1979","EUR","Euro","0","Units",,,0.429104,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1980","1980","EUR","Euro","0","Units",,,0.442318,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1981","1981","EUR","Euro","0","Units",,,0.58709,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1982","1982","EUR","Euro","0","Units",,,0.698513,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1983","1983","EUR","Euro","0","Units",,,0.78442,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1984","1984","EUR","Euro","0","Units",,,0.907395,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1985","1985","EUR","Euro","0","Units",,,0.986143,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1986","1986","EUR","Euro","0","Units",,,0.769939,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1987","1987","EUR","Euro","0","Units",,,0.669364,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1988","1988","EUR","Euro","0","Units",,,0.672235,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1989","1989","EUR","Euro","0","Units",,,0.708627,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1990","1990","EUR","Euro","0","Units",,,0.618768,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1991","1991","EUR","Euro","0","Units",,,0.640723,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1992","1992","EUR","Euro","0","Units",,,0.636484,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1993","1993","EUR","Euro","0","Units",,,0.812731,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1994","1994","EUR","Euro","0","Units",,,0.832758,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1995","1995","EUR","Euro","0","Units",,,0.841274,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1996","1996","EUR","Euro","0","Units",,,0.796866,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1997","1997","EUR","Euro","0","Units",,,0.879576,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1998","1998","EUR","Euro","0","Units",,,0.896676,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","1999","1999","EUR","Euro","0","Units",,,0.938283,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2000","2000","EUR","Euro","0","Units",,,1.082705,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2001","2001","EUR","Euro","0","Units",,,1.116533,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2002","2002","EUR","Euro","0","Units",,,1.057559,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2003","2003","EUR","Euro","0","Units",,,0.884048,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2004","2004","EUR","Euro","0","Units",,,0.803922,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2005","2005","EUR","Euro","0","Units",,,0.8038,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2006","2006","EUR","Euro","0","Units",,,0.796433,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2007","2007","EUR","Euro","0","Units",,,0.729672,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.679923,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.716958,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.754309,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.718414,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.778338,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.752945,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.752728,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.901296,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.903421,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.885206,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.846773,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.893276,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"ITA","Italy","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1950","1950","NZD","New Zealand Dollar","0","Units",,,0.714288,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1951","1951","NZD","New Zealand Dollar","0","Units",,,0.722752,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1952","1952","NZD","New Zealand Dollar","0","Units",,,0.717051,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1953","1953","NZD","New Zealand Dollar","0","Units",,,0.717154,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1954","1954","NZD","New Zealand Dollar","0","Units",,,0.72317,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1955","1955","NZD","New Zealand Dollar","0","Units",,,0.718804,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1956","1956","NZD","New Zealand Dollar","0","Units",,,0.723014,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1957","1957","NZD","New Zealand Dollar","0","Units",,,0.714288,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1958","1958","NZD","New Zealand Dollar","0","Units",,,0.714288,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1959","1959","NZD","New Zealand Dollar","0","Units",,,0.714288,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1960","1960","NZD","New Zealand Dollar","0","Units",,,0.714288,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1961","1961","NZD","New Zealand Dollar","0","Units",,,0.717515,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1962","1962","NZD","New Zealand Dollar","0","Units",,,0.718804,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1963","1963","NZD","New Zealand Dollar","0","Units",,,0.720383,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1964","1964","NZD","New Zealand Dollar","0","Units",,,0.721709,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1965","1965","NZD","New Zealand Dollar","0","Units",,,0.718804,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1966","1966","NZD","New Zealand Dollar","0","Units",,,0.722022,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1967","1967","NZD","New Zealand Dollar","0","Units",,,0.89071,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1968","1968","NZD","New Zealand Dollar","0","Units",,,0.8992,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1969","1969","NZD","New Zealand Dollar","0","Units",,,0.893017,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1970","1970","NZD","New Zealand Dollar","0","Units",,,0.895977,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1971","1971","NZD","New Zealand Dollar","0","Units",,,0.83668,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1972","1972","NZD","New Zealand Dollar","0","Units",,,0.83668,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1973","1973","NZD","New Zealand Dollar","0","Units",,,0.700084,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1974","1974","NZD","New Zealand Dollar","0","Units",,,0.760167,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1975","1975","NZD","New Zealand Dollar","0","Units",,,0.95813,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1976","1976","NZD","New Zealand Dollar","0","Units",,,1.052632,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1977","1977","NZD","New Zealand Dollar","0","Units",,,0.980681,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1978","1978","NZD","New Zealand Dollar","0","Units",,,0.937559,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1979","1979","NZD","New Zealand Dollar","0","Units",,,1.013993,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1980","1980","NZD","New Zealand Dollar","0","Units",,,1.039177,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1981","1981","NZD","New Zealand Dollar","0","Units",,,1.213003,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1982","1982","NZD","New Zealand Dollar","0","Units",,,1.365188,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1983","1983","NZD","New Zealand Dollar","0","Units",,,1.52765,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1984","1984","NZD","New Zealand Dollar","0","Units",,,2.093802,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1985","1985","NZD","New Zealand Dollar","0","Units",,,2.006018,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1986","1986","NZD","New Zealand Dollar","0","Units",,,1.91022,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1987","1987","NZD","New Zealand Dollar","0","Units",,,1.520913,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1988","1988","NZD","New Zealand Dollar","0","Units",,,1.591596,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1989","1989","NZD","New Zealand Dollar","0","Units",,,1.674481,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1990","1990","NZD","New Zealand Dollar","0","Units",,,1.701259,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1991","1991","NZD","New Zealand Dollar","0","Units",,,1.848087,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1992","1992","NZD","New Zealand Dollar","0","Units",,,1.94439,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1993","1993","NZD","New Zealand Dollar","0","Units",,,1.789549,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1994","1994","NZD","New Zealand Dollar","0","Units",,,1.55642,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1995","1995","NZD","New Zealand Dollar","0","Units",,,1.53069,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1996","1996","NZD","New Zealand Dollar","0","Units",,,1.416431,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1997","1997","NZD","New Zealand Dollar","0","Units",,,1.719099,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1998","1998","NZD","New Zealand Dollar","0","Units",,,1.897893,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1999","1999","NZD","New Zealand Dollar","0","Units",,,1.920861,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2000","2000","NZD","New Zealand Dollar","0","Units",,,2.271695,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2001","2001","NZD","New Zealand Dollar","0","Units",,,2.406739,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2002","2002","NZD","New Zealand Dollar","0","Units",,,1.899335,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2003","2003","NZD","New Zealand Dollar","0","Units",,,1.538462,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2004","2004","NZD","New Zealand Dollar","0","Units",,,1.391982,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2005","2005","NZD","New Zealand Dollar","0","Units",,,1.467567,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2006","2006","NZD","New Zealand Dollar","0","Units",,,1.416631,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2007","2007","NZD","New Zealand Dollar","0","Units",,,1.29199,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","NZD","New Zealand Dollar","0","Units",,,1.728608,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","NZD","New Zealand Dollar","0","Units",,,1.385617,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","NZD","New Zealand Dollar","0","Units",,,1.29769,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","NZD","New Zealand Dollar","0","Units",,,1.296512,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","NZD","New Zealand Dollar","0","Units",,,1.219141,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","NZD","New Zealand Dollar","0","Units",,,1.219215,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","NZD","New Zealand Dollar","0","Units",,,1.277302,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","NZD","New Zealand Dollar","0","Units",,,1.46028,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","NZD","New Zealand Dollar","0","Units",,,1.4351,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","NZD","New Zealand Dollar","0","Units",,,1.409,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","NZD","New Zealand Dollar","0","Units",,,1.4896,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","NZD","New Zealand Dollar","0","Units",,,1.4848,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","NZD","New Zealand Dollar","0","Units",,,1.3837,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","NZD","New Zealand Dollar","0","Units",,,1.4637,,
"NZL","New Zealand","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","NZD","New Zealand Dollar","0","Units",,,1.5785,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1950","1950","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1951","1951","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1952","1952","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1953","1953","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1954","1954","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1955","1955","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1956","1956","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1957","1957","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1958","1958","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1959","1959","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1960","1960","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1961","1961","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1962","1962","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1963","1963","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1964","1964","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1965","1965","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1966","1966","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1967","1967","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1968","1968","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1969","1969","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1970","1970","PLN","Zloty","0","Units",,,0.000399,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1971","1971","PLN","Zloty","0","Units",,,0.000367,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1972","1972","PLN","Zloty","0","Units",,,0.000367,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1973","1973","PLN","Zloty","0","Units",,,0.000331,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1974","1974","PLN","Zloty","0","Units",,,0.000331,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1975","1975","PLN","Zloty","0","Units",,,0.000331,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1976","1976","PLN","Zloty","0","Units",,,0.000331,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1977","1977","PLN","Zloty","0","Units",,,0.000331,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1978","1978","PLN","Zloty","0","Units",,,0.003314,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1979","1979","PLN","Zloty","0","Units",,,0.003314,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1980","1980","PLN","Zloty","0","Units",,,0.004552,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1981","1981","PLN","Zloty","0","Units",,,0.005573,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1982","1982","PLN","Zloty","0","Units",,,0.008628,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1983","1983","PLN","Zloty","0","Units",,,0.009818,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1984","1984","PLN","Zloty","0","Units",,,0.0126,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1985","1985","PLN","Zloty","0","Units",,,0.014759,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1986","1986","PLN","Zloty","0","Units",,,0.019724,,
"POL","Poland","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1987","1987","PLN","Zloty","0","Units",,,0.031493,,
